Survey Id,Practice,TriggerDate,product type,survey Type,question text,Response
252,Transportation,12-07-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),I was not the TTL of the activity. When I stepped in there was a need to formalize it in the operations portal and close it. In this respect the CMU and the GP worked very well together and permitted me to carry out this process smoothly.
253,Env,12-08-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The new system have reduced budgets for operations and provided incentives for competition for scarce resources among GPs. The CMUs have a difficult time coping with internal turf battles, which at the end hinders good service to the clients. The WBG is loosing ground and reputation everyday. It is a very unfortunate situation!"
254,Labor,06-12-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This was a RAS activity and will lead to follow-on work with the client who was very satisfied.
255,Education,03-18-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"in Pakistan, UNICEF has the role of GPE Coordinator but it appears they are not very clear about the role. Moreover, UNICEF is not proactive. Clarity on the roles and expectations would help in project implementation. "
256,Social and Urban,08-16-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Endless system (portal) problems plagued this activity, causing delays and missed deadlines.  There is not enough staff knowledgeable enough on the finer processing steps and potential delays on the management of PAs in the portal."
257,Env,06-24-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Successful client engagement that has been influential.
2.58E+02,Energy,09-02-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Carbon Capture and Storage (CCS) is an important technical options for Indoensia government to achieve energy security and climate change goals. This activity is the first step of capacity buliding of PLN and the government on CCS. The follow up actions for legal and regulatory development. The Indonesian government is planning a pilot scale test of CCS with a source of CO2 from PLN's cola power plant, and seeing international financial support for the pilot project as well. The World Bank togather with ADB and JICA could support the Indoensian government initiative of CCS development starting from the regulatory and legal framework development, and then supporting the pilot test."
259,Social and Urban,09-08-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Nothing to report
260,Social and Urban,09-08-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The staffing and GP quality oversight for this operation was sub-standard, notwithstanding last-minute attempts to strengthen the team.  It is a repeater project for a well-functioning existing program, so it will broadly work. However, an opportunity was lost to truly make this operation into a vehicle for strengthened decentralization in Cameroon, and that is a real pity.  The CMU strongly recommends this aspect be deepened during implementation.  The processing of the package also left much to be desired as the document delivered to CMU and DE needed a lot of work before it could go the RVP and Board.  "
261,Social and Urban,05-06-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Serious issues with Environmental safeguards support - delayed and not always up to date.
262,Trade,03-11-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This was a single sector task and did not need collaboration across sectors.  The work was also finished prior to the new operational model; so not relevant feedback on the new GP/CCSA structure.
263,Trade,03-11-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This work was started and principally completed prior to the roll out of the GPs...in fact, this WB/IFC combined team approach to this project really modelled the current business model PRIOR to it being rolled out...so we were a bit ahead of our time and learned many lessons on working in such a format that has enabled us to do strong cross collaboration in the new ebusiness environment."
264,Social and Urban,05-20-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"I believe the project will achieve much further and integrated development outcomes if got more support from CMU, GPs and CCSAs"
265,Other,06-24-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),No comments. 
266,Agriculture,04-09-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"It was a well concieved project to address key challenges. Due to the number of challenges, the project appeared complicated, but this was necessary."
267,Trade,12-16-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Some questions are not relevant: this is a RAS project managed by a local TTL and local staff, which conceived the project, signed the agreement, and has started implementing it. GP and CMU support it."
268,Poverty,06-28-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The collaboration with the CMU has been crucial to the successful implementation of the activities under this task. Not only the CMU provided necessary resources for day to day dialogue with stakeholders, but it also provided extra resoruces for raising the dialogue's profile through the organization of a high profile conference on the topic of Jobs creation in Afghanistan.Collaboration with other GP could have been more productive. Main challenges to effective collaboration include limited interest/resources for complementary sectoral analytical work and competition over ""responsability"" for analysis over cross GP topics."
269,Social and Urban,01-13-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Despite strong demand from the client and a prioritized request from the CMU, the country team was not prepared to follow through on activities.  As a result the team has engaged other donor partners who may follow through on the proposed activities."
270,Education,01-05-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Because if it's importance and quality the client decided to this disclose this RAS output
271,Transportation,01-06-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The activity's outcome was succesful in that it generated a lot of interest from the clients. It achieved the intended purpose: awareness and business development. As a result of the activity the Government made an official request to the Bank for a follow-up support on a corridor development, regional integration and logistics investment operation. However, instead of following-up and being responsive to the request, the new country director decided to allocate the preparation funds to another operation in another country, which he considered as a ""priority"", without any good grounds and justification. The Bank raised expectations that we were eventually unable to meet because of internal politics."
272,Transportation,09-21-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The CMU initially did NOT provide the team with the much needed support in the dialog with the Government on a difficult issue (implementation arrangements) which went much beyond the project as such. Only after the GP team insisted the CMU finally did come around and did what was needed. The project is very high risk (on several fronts) and it is uncertain if the intended development outcomes can be achieved.  The CMU and VPU decided to go ahead anyway and we will see if the Board goes along with this decision.The Portal, although improved, still has many bugs and is not always fully reliable.  More work needs to be done here."
273,Energy,06-16-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The Bank needs to revise costing and procedures for RASs. It is way too cumbersome for the Task Team and the appropriate internal structures are not in place for a good implementation. 
274,Env,04-30-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This project was just approved on April 30 and it is the first operation on contaminated management in China, and could be one of few projects in the Bank as well dealing with soil pollution. Therefore, the team put much more efforts on the project than what we could charge to the project code. Hopefully during implementation which will be even more challenging than preparation, more budget than usual could be allocated.  Thanks"
275,Macro,02-23-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This project started long before the GPs existed and so mechanism were already in place so when PREM spilt the staff just continued working as a team even though they were in different GPs.
276,Transportation,08-19-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The review and approval process was bureaucratic and very long because it was sequential and involved many reviewer, some which added little value. Particularly long and frustrating was the review process for RVP approval considering this as a high risk project.  This project has several other financiers, some which started preparation later than IBRD but are able to approve their loans in half the time because their processes are no where near as bureaucratic. In some cases, the other Banks have the same policies as we do, but their intrepretation is more flexible and practical. The task team is under a lot of pressure to prepare the project to a high standard, while the human or financial resources allocated are far short of what other Banks have at their disposal. There is much more i could say and would be happy to be interviewed if of interest."
277,Social and Urban,02-23-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"I am very glad that the objective of the project was well achieved. Since the Bhutan CO is a very small office with support for adminitrative, RM and accounting extended from other offices in the region, it was a challenge to have things done in terms of contracting, procurement, organizing travels for the counterpart government agencies as a Bank executed project. However, we are glad that the project team worked it out and now we have a better picture of how to go about for future projects."
278,Trade,06-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"It is good to hear senior management is concerned that we are overworked. it is curious that they think the solution is to develop yet one more set of bureaucratic requirements, complete with reminders and exhortations for 100% compliance.I am now de-prioritizing these and will in future only attend to them when my inbox is clear -- which last happened in 2009."
279,Trade,04-15-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The work of PRMTR (now T&C GP) was superb. At the same time, the leadership of the country economist (MFM GP) was much needed to undertake this ESW successfully. "
280,Energy,06-22-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"As Yemen has entered into a civil conflict, it is not clear whether the reforms that have been proposed will eventually be implemented.  The proposed reforms will have to be revisited to address any damage to the energy inftrastructure.  In my view, the GoY started too late to address the fiscal burden of energy subsidies, and the one-step removal of subsidies contributed to citizen's dissatisfaction with government.  Although we were not directly involved in advising government on subsidy reforms, I wondered in hindisight whether we could have been helpful if we had engaged a year earlier on this difficult issue."
281,Energy,06-22-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The most effective way to assist a government to develop and implement sector development and reform strategy is through long-term engagement and interactive actions with the key stakeholders and the client. As compared with consultants which in most cases are more specialized in some areas, the team normally is in the best position to understand the country and sector, be able to have continuing dialogue with the key players and respond to the changing conditions and the sector's needs. The best pieces and most useful advices and recommendations are specific information and knowledge, short policy notes, timely as needed advice to address rising issues etc, not a big final report, particularly by consultants. Yemen is in a non ordinary situation, what can be achieved depends on where the country will be heading in terms of stability and creditable government in the coming years. "
282,Trade,12-02-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This was a TF project, hence sufficient funding, especially variable for missions and experts. I doubt we could have had the same depth of expertise and missions with only BB."
283,Health,05-21-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"1. This was one of the first RAS developed in the context of this sector/country and lot of lessons were learned regarding its implementation. 2. In general, this RAS contributed to the HNP development objectives in the Bank and in the country."
284,Labor,01-27-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This was a remarkable example of cross sector work, completed in record time and implemented seamlessly."
285,Social and Urban,01-02-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The project has not been approved by SPF for funding, therefor will not be implementd unfortunately"
286,Agriculture,06-17-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This project financed a cell-phone based e-voucher scheme that allowed farmers and fishermen in cyclone ravaged communities to purchase planting materials, fisheries gear etc. The scheme took quite long to set up, however, and was largely irrelevant to the response to Cyclone Evan. That said, now that the investment in the platform has been made, the system is available for future disasters."
287,Macro,06-22-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This project was a DPL which was provided to the Government of Jamaica at a time of crisis. The project worked well, with GPs/CCSAs really coming together well with the lead GP (MFM), The activity was appreciated by the Government which got the funding it needed in time to meet its own financial commitments. The program of reforms complemented a strong IMF program and  set the stage for Jamaica to turn around its ailing economy. In my view, this project achieved its intended objectives well. "
288,Env,03-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Pretty substantive delays in closing out this project and obtaining necessary concurrence, etc.CMU did not really support this work and, as a result, the project ended without future perspective. In short, the groundwork the project laid for future work in this important area could not be capitalized on, although other development partners are already using the project outputs for their own projects. "
289,Energy,12-21-15,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This is a task that started way before the new structure and had a cross-sector/GP in place already.
290,Governance,08-20-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This was a joint IDB/Bank product, which was a difficult undertaking that created some delays.  Overall a good product was produced, with buy-in and acceptance by the government of the findings.  GP was pushed by the CMU on the timetable, and CMU staff in the country helped with context and client relations. "
291,Env,06-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),It is not easy to handle the Operations Portal. It turned out to be the most difficult task for me as I never received any training on the portal. Managing and handling the substantive part of the AAA was easy.
292,Health,01-20-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The impact of this AAA is limited not by the performance of the Bank's task team but by limited absorbtive capacity in the Ministry of Health which has had poor leadership.
293,Health,12-31-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This study was funded by a trust fund, no resources were allocated from the Bank BB. "
294,Health,12-31-15,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This is a single-GP (all health) piece of analytical work very much in line with what the Timorese govt. has requested. Cross GP or cross CCSA was not required.
295,Health,06-28-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The quality of outputs was excellent and the conclusions summarized in easy-to-read policy notes. 
296,Health,06-15-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This activity was carried out prior to Bank reorganization of GPs/CCSAs.  However, the GPs did assist when requested to get further information on Supply Chain and in some cases, went far to assist the team which was much appreciated.  The study lapsed given that there was no political decision for over two years on the status of the pharma agency.  It has finally come, but the funds are no longer available to reingage to provide any further support."
297,Governance,07-13-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Since this activity was 100% financed by USAID through an Externally Financed Output (EFO), it is a shame that the resources had to be split by FY year and lost if not spent according to the disbursement forecasts.The resources should have been available for the duration of the project and spent without yearly constraints."
298,Governance,07-13-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),All these activities have had a significant impact on the legal framework and policies in Senegal. Unexpected and wonderful outcome. 
299,Finance,06-12-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Difficulty to find funding for this activity, despite very strong commitment and engagement from the client, and output praised by all parties and recognized by Region as important to engagement with client."
300,Transportation,02-13-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Pap-Angren railway will unlock the Ferghana Valley in Uzbekistan which is the most populated region in central Asia.  This is a really transformational project, one where $200 million leveraged more than $1.5 billion in other investments.  Government tested the Bank's ability to mobilize real global knowledge and technical expertise, and the bank was highly successful.  For instance, we mobilizwed some of the best long tunnel expertise available for inspection of a 20 km long tunnel, and provided highly specialized inputs on railway signaling and electrification, as well as safeguard planning and management.Probably one of the most transformational projects I have seen the Bank invled in more than 27 years.   "
301,Transportation,06-02-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Fantastic opportunity for the Bank to engage in a new sector, road transport, provided by Government of Uzbekistan to have Bank as lead IFI, catalyzing other IFIs participation, bringing knowledge from the ECA and EU space on current road sector practices. Program approach proposed allows for gradual build up of project with other IFIs.  Very well received by Client and key stakeholders. Global knowledge platform used to assess better design standards and financing arrangements."
302,Transportation,06-02-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"I am all supportive of the new reforms. However, the new organisation structure had little impact on the project prepration. This was our first engagement in the road sector in Uzbekistan, a country with heavy bureaucracy. The recruitement of a local transport specialist staff and the help of the CMU were key to advancing project preparation."
303,Water,05-03-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This AAA should have significant impact on the clients, if the recommendations are fully adopted."
304,Energy,12-22-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),No comments
305,Finance,03-10-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Disagreement between the WBG team and the Governor of the central bank could have been better managed--a collective failure of the GP and the CMU.
306,Governance,05-13-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),There was good collaboration among the GP to which the sampled project related. The CMU was very supportive but the budget was not adequate and had to be supplemented in the following year.
307,Energy,06-26-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Resources under this activity were provided by ESMAP anad were adequate to respond to objectives. Hwoever, the objectives could be maximzed if additional AAA resources were allocated by CMU as well."
308,Public Private Partnership,09-05-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The country director decided to change the team despite the fact that the client was happy with the work. 
309,Macro,12-31-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The task team had extensive local context already.
310,Env,01-03-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The funding for this project was taken away during its first year of implementation, leading to a delay in delivery. We utilized the FAO Cooperative Program to get additional consultant resources. Without this, it would have been difficult to complete the task on budget and on time."
311,Env,01-03-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Most of the work for this task was done before the new structure was put in place so an assessment of how this task worked does not really mean anything in terms of how the new GP structure is working.  You may want to use tasks that have been started and are on-going under the new structure.
312,Finance,02-22-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The problem was lack of coordination between the CMU and the FSAP Unit. Under IMF rules, the aide memoire can’t be altered except for factual errors; any changes go into the IMF's FSSA and the WB's FSA. I (the WB TTL) informed the CD of this at the review meeting, but the CD objected and insisted on changes. The FSAP Unit representative at the review meeting did not speak up. As a result, there was confusion and conflict between me and the IMF on whether/how to amend the aide memoire. A high-level meeting from the IMF and WB had to take place to resolve the issue. This was a waste of time due to the lack of communication between the FSAP Unit and the CMU. This (as with so many other issues in the WB) has less to do with the structure and organization of the WB, and more to do with the quality of our managers. We are failing to select good managers who will do their job properly! This failure has a lot to do with the misapplication of our diversity and inclusion policy."
313,Energy,04-08-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"While the Bank has one set of procedures and the region has another, the Turkey CMU has yet another. For experts working in many countries, this is very difficult and confusing. Still, the CMU helped get the report cleared with the Government; GP management did nothing (as usual). E&E GP management is frankly useless."
314,Transportation,06-16-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Safeguards specialists don't have enough slack in their work programmes to take on the unexpected. We encountered legacy resettlement issues and our social specialist wasn't able to dedicate the necessary time to follow them closely to resolve them. As TTL, I ended up doing that job myself, in addition to my other responsibilities. We really need to be able to count more on support from dedicated services like safeguards.Also, there is far too much churning of documents back and forth for comments during preparation. The portal doesn't capture all of the informal reviews that happen before, during and after the formal clearance procedures."
315,Social and Urban,06-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This ESW was given a bank budget of about $80K, whereas the actual cost was above $300,000. The ESW could not have been completed/delivered with the Bank budget alone, without trust funds which the team mobilized. "
316,Labor,12-16-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"On question 4, the size of the lending operation is appropriate.  However, Bank budget allocated to supervision activities is limited.  Given the country's low capacity and the size and importance of the project, the counterpart requires intensive hand-holding to get implementation moving.  If the Bank's priorities are focused on disbursements, adequate support needs to be provided to the supervision team to make this happen."
317,Labor,12-16-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"I think the new business model is still unfolding, especially with regard GPs collaboration vis-a-vis the task mapping. I still feel that people put more efforts to the tasks for which they have direct responsibility and accountability. In addition, the budget allocation still follows the co-efficient model and does not take into account the compexity of a task and the level of effort required to achieve the development outcomes. "
318,Trade,06-22-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This task was concluded this year but was conducted last year.The issues encountered were not GP related.   It is not a good exemple to evaluate the operating modelThe ICT group in the Bank was not involved, in spite of the fact that they harbor most of the skills for such a study"
319,Health,04-23-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The Safeguards and Environment Team performed very poorly. Slow, poor quality, little idea of what they needed to do and EXPENSIVE. This was nearly a train wreck and something needs to be done. Worst performance I've seen in my 15 years in the Bank.OPCS support was really unhelpful until one of them came on mission. Prior to that they were like a priesthood inflicting orthodoxy which hardly encourages innovation and problem-solving.Make Copy-Editing More Systematic and a Separate Specialty: PADs should obviously look good Helping task teams with copy editing and formatting is quite different from the review of design and content. The former is now given to people who have variable levels of skills in this area and who are generally not specialists. We received conflicting advice on formatting that cost many hours in wasted effort. This is an area where expertise and a checklist would be helpful. "
320,Social and Urban,12-07-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This activity was started before the GP model and hence my responses really are about the old model.  
321,Social and Urban,04-08-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"the work was allocated to help the preparation of the new operation. Funds were limited for the task and allowed more an  assessment than a real technical support for this reason.  Also, recommendations were made including a roadmap for implementation but their realisation lies in the willingness and capacity of the task team to persuade the PIU to take them on board. "
322,Governance,06-29-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Insufficient budget
323,Poverty,04-11-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The activity was well done, but took a bit longer than anticipated. It provided us with a detailed view of poverty in key mtropolitan areas in Brazil and the team tried to engage with operational teams working on operational developments. It is not clear that we have leveraged these results as much as we might have, so we will still need to work on this."
324,Social and Urban,05-07-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This activity was started before the new business model. After July 1, 2015 it continued to have the same strong collaboration with CMU and the the water GP as it had before  "
325,Social and Urban,05-07-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),In Central Asia there is a very strong collaborative relationship between the CMU and GPSURR.
326,Env,06-29-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),There was also a lot of collaboration and support with our IFC colleagues in Sydney and Solomon Islands.
327,Env,06-29-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The Pacific program is probably the best example of how the CMU and GPs see themselves working on one team rather than the us and them culture between CMUs and GP in other countries.  This is study is actually a very good example of how this works.  Because it is very expensive for GPs to deliver small products like this in remote islands the Country Office in Solomon Islands office provided field based staff, who are there to provide services to all GPs, to do a lot of the fieldwork and analytical work for this study.  A lot of this comes from a practical operational problem solving culture created by the CD and his CMU team.  We really appreciate it.     "
328,Other,06-09-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"*In general, comments are already submitted in the ACS form, so what more do we need here?*As mentioned in the ACS (Results description), P146733 was stopped after just 1 year and then its activities were included within P147318 during a few months and then within P154090 "
329,Governance,12-16-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This activity has been carried out mainly within the previous operating model. Therefore, it is not a good example to analyze the strengths and weaknesses of the new one."
330,Governance,06-05-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"A clear contribution to the success of this initiative, in the context of what is otherwise a difficult dialogue, has been the fact of having teh TTL in the Country Office.  I credit this fact for the ideal coordination between the CMU and the GP, on a product which is strategic to our dialogue."
331,Education,09-11-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"I would like to kindly suggest that this survey includes questions about other parts of the process, including the support and responsiveness of the RVP office of each region. "
332,Education,09-11-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Towards the end, the CMU and country manager engaged more systematically. In the first part, there was a lot of uncertainty and it took a long time for CMU to be able to get the needed resolution. But once that was achieved CD and CMU was very supportive in helping make sure this got through in timely manner.The fiduciary colleagues in the team were not as innovative and the GP practice team and management had to do a lot of work to explain and bring them on board. In particular the financial management specialist was very difficult and simply did not understand. Her manager and lead specialist had to work a lot with her and override her to make her agree and come along. There were a few smaller issues with procurement but the lead specialist who was acting for the Procurement Manager was amazing and managed the issues and helped the task team.The CTR colleagues in the team were truly excellent. Best practice!"
333,Social and Urban,03-27-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This project had largely been prepared last FY hence good collaboration predates the new business model. 
334,Poverty,02-10-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The support provided by CMU to effectively engage with the client is uneven across the countries, there should be plans to enhance the involvement of some CMUs to facilitate the exchange with the client and key stakeholders."
335,Transportation,01-03-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"I have received a very small budget  to manage a complex activity, I have requested additional budget for project management but have not heard anything for the last 4 months. We should invest in TTLs and their teams to enable results on the ground. There is no miracle for success stories, One needs a well-designed project, a committed client, and a competent, hard working WBG team with enough resources to deliver."
336,Poverty,05-29-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This task has had the strongest impact in terms of client capacity building and has developed a strong commitment towards evidence  based policy making. This task was a culmination of a long engagement with the client which still endures through more demand for similar work especially given the current crises in Iraq. 
337,Finance,05-19-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"As advised in earlier surveys - it is not CMU but field based GP staff who provide local context, generate business and maintain contacts.  There seems to be some confusion among senior management - CMU and field based staff is not the same. Half of field based staff is GP staff (formerly sector staff mapped to regions). These are the people who TTL projects, maintain contacts,etc. the question the way it is asked in this survey does not make sense!"
338,Macro,05-06-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This project is taking place in a very risky political context which will probably affect the ability of the task team to work wiht the client towards achieving the intended delopment outcomes. Hence why a neutral is given in question 7.
3.39E+02,Macro,05-06-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This is a creative and interesting approach, though it has been VERY slow.  Increasingly it is a challenge to get the GPs to focus on multisectoral work.  "
340,Health,01-03-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The new operational model has many issues, including some very basic ones:- Our personnel directory no longer assigns program managers in the GPs to particular regions, even though they have regional responsibilities. This trick basically makes it very difficult to work cross-GPs. If I work in one GP and wants to find out who works on the same country in another GP, the personnel directory won't even give information anymore about who is the relevant manager. It's ridiculous - Eg. the education GP has 6 practice managers - good luck finding out who works on MENA countries.- Program leader positions used to be very useful to provide a presence on the ground for the sectors. At this point, there is complete confusion about what they are supposed to do anymore. As a result, they have basically disappeared from the radar screen. So the GPs have lost substantial ""presence"" on the ground. This harms our dialogue with the clients and with the CMUs and impedes our work."
341,Macro,06-23-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This task has been started prior to the reform and collaboration worked because teams had committed prior to the implementation of the new model. In fact, it became more difficult to finalize the draft after the reforms since all team members - which remained strongly and personally committed to finalize the project  - were just under a lot of pressure to deliver on an increasing number of tasks. In addition we were able to deliver because we managed to support the task with TF resources which made us less dependent on WB staff. "
342,Trade,07-21-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The CMU was a partner throughout this activity. For the dissemination events, the CMU's support was absolutely key. The Education GP also contributed with an analysis of skills for some of the manufacturing sectors. Given the team leading this activity was based in the country office, relevant local context was organic.This NLTA was funded through trust fund resources. "
343,Education,01-19-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Concept reviewchaired  by CD had good discussion but decisions from CD reflected considerable micro-management in the context of insufficient understanding/appreciation of client context. The decisions were finally reconsidered but CMU could have more trust in GP and hold them accountable for outcomes and not micromanage as this meant higher transactions costs. CD tried to add mandate for - in GP view prematurely since there were 18 months for term of present adminitration - a policy note into an ongoing TA in order to not to have to fund policy notes closer to elections.
344,Governance,07-20-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Task would benefit from stronger involvement of other GPs such as health and education which are key sectors for an effective M&E system in the country.
345,Transportation,04-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),War and Civil War in Yemen so far stopped any attempts of implementing the actions developed and proposed through this activity. 
346,Labor,06-28-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Program raised awareness of key issues across GoTL and TA has helped both line ministry on social assistance programs and systems and ministry of finance on budget allocation issues and pensions.
347,Labor,06-28-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The quality of staff and consultants who worked on these advisory services was excellent. During a meeting to Dili last week (late June, 2015), however, a Ministry of Finance consultant confided that while the pension expert sent by the WB was one of the most knowledgeable individuals the government of Timor Leste had ever hosted (on this and other topics!), the Bank's output didn't fully meet the GOTL's needs. The GOTL wanted an actuarial model that they could run for simulations. The Bank apparently refused to provide the model, so the GOTL contracted an external consultant to give them GOTL what it wanted. "
348,Trade,06-02-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This was an important activity to open new doors to a critical area of work in the country.  
